,x,y,power,speed,spot_diameter,laser_current,signal,ID1,ID2,C1,C2,delta,scan_number,in_control
156,-22.2113037109375,-80.42327880859375,4800.0,1500.0,100.0,4525.0,1362.0,1.0,0.0,0.0,20.0,0.015045275911688805,0.0,1.0
157,-22.22589874267578,-80.42477416992188,4800.0,1500.0,100.0,4528.0,1317.0,1.0,0.0,0.0,20.0,0.01467143651098013,0.0,1.0
158,-22.241243362426758,-80.4259033203125,4800.0,1500.0,100.0,4525.0,1345.0,1.0,0.0,0.0,20.0,0.015386108309030533,0.0,1.0
159,-22.25621223449707,-80.42739868164062,4800.0,1500.0,100.0,4523.0,1397.0,1.0,0.0,0.0,20.0,0.015043378807604313,0.0,1.0
160,-22.270809173583984,-80.42926788330078,4800.0,1500.0,100.0,4526.0,1298.0,1.0,0.0,0.0,20.0,0.0147161316126585,0.0,1.0
161,-22.286151885986328,-80.43038940429688,4800.0,1500.0,100.0,4526.0,1308.0,1.0,0.0,0.0,20.0,0.015383648686110973,0.0,1.0
162,-22.301122665405273,-80.431884765625,4800.0,1500.0,100.0,4527.0,1308.0,1.0,0.0,0.0,20.0,0.015045275911688805,0.0,1.0
163,-22.315719604492188,-80.43338012695312,4800.0,1500.0,100.0,4529.0,1371.0,1.0,0.0,0.0,20.0,0.014673333615064621,0.0,1.0
164,-22.33106231689453,-80.43487548828125,4800.0,1500.0,100.0,4529.0,1452.0,1.0,0.0,0.0,20.0,0.015415412373840809,0.0,1.0
165,-22.345659255981445,-80.4363784790039,4800.0,1500.0,100.0,4528.0,1468.0,1.0,0.0,0.0,20.0,0.014674113132059574,0.0,1.0
166,-22.36063003540039,-80.43824768066406,4800.0,1500.0,100.0,4528.0,1490.0,1.0,0.0,0.0,20.0,0.015087018720805645,0.0,1.0
167,-22.37485122680664,-80.43974304199219,4800.0,1500.0,100.0,4528.0,1490.0,1.0,0.0,0.0,20.0,0.01429959386587143,0.0,1.0
168,-22.389446258544922,-80.44123840332031,4800.0,1500.0,100.0,4529.0,1483.0,1.0,0.0,0.0,20.0,0.01467143651098013,0.0,1.0
169,-22.4047908782959,-80.44274139404297,4800.0,1500.0,100.0,4527.0,1452.0,1.0,0.0,0.0,20.0,0.01541805174201727,0.0,1.0
170,-22.41938591003418,-80.44461059570312,4800.0,1500.0,100.0,4525.0,1445.0,1.0,0.0,0.0,20.0,0.014714240096509457,0.0,1.0
171,-22.433982849121094,-80.44610595703125,4800.0,1500.0,100.0,4527.0,1452.0,1.0,0.0,0.0,20.0,0.014673333615064621,0.0,1.0
172,-22.448951721191406,-80.44798278808594,4800.0,1500.0,100.0,4529.0,1445.0,1.0,0.0,0.0,20.0,0.015086074359714985,0.0,1.0
173,-22.46354866027832,-80.44947814941406,4800.0,1500.0,100.0,4527.0,1445.0,1.0,0.0,0.0,20.0,0.014673333615064621,0.0,1.0
174,-22.478517532348633,-80.45134735107422,4800.0,1500.0,100.0,4525.0,1413.0,1.0,0.0,0.0,20.0,0.015085126273334026,0.0,1.0
175,-22.493488311767578,-80.45284271240234,4800.0,1500.0,100.0,4527.0,1397.0,1.0,0.0,0.0,20.0,0.015045275911688805,0.0,1.0
176,-22.50845718383789,-80.4547119140625,4800.0,1500.0,100.0,4527.0,1397.0,1.0,0.0,0.0,20.0,0.015085126273334026,0.0,1.0
177,-22.523427963256836,-80.45620727539062,4800.0,1500.0,100.0,4525.0,1429.0,1.0,0.0,0.0,20.0,0.015045275911688805,0.0,1.0
