mean,max,min,stddev,file,scan_number,subsegment_index,mean_laser_current,bulk
1549.7892376681614,1773.0,1336.0,93.5903461295903,layer2.csv,23,1,4513.520179372197,1.0
1487.2672413793102,1690.0,1184.0,94.11409599419103,layer2.csv,24,0,4513.0,1.0
1476.2510822510822,1680.0,1279.0,76.49478484980753,layer2.csv,24,1,4512.476190476191,1.0
1553.775,1773.0,1336.0,103.74073954655745,layer2.csv,25,0,4511.945833333333,1.0
1516.8583333333333,1685.0,1362.0,64.92852427006862,layer2.csv,25,1,4512.033333333334,1.0
1507.1004016064257,1773.0,1195.0,90.36655585729378,layer2.csv,26,0,4510.751004016064,1.0
1498.3790322580646,1701.0,1206.0,80.76245462145657,layer2.csv,26,1,4510.189516129032,1.0
1611.7558139534883,1758.0,1018.0,91.04185118805711,layer2.csv,27,0,4506.949612403101,1.0
1548.8100775193798,1792.0,1345.0,94.49436416889587,layer2.csv,27,1,4508.259689922481,1.0
1486.308988764045,1717.0,1124.0,104.29845910121355,layer2.csv,28,0,4506.028089887641,1.0
1501.2078651685392,1685.0,1308.0,81.25107809098974,layer2.csv,28,1,4507.578651685393,1.0
1457.5197740112994,1640.0,1238.0,79.48450372338195,layer2.csv,28,2,4507.661016949152,1.0
1600.7371428571428,1792.0,1248.0,81.59593507282187,layer2.csv,29,0,4504.4971428571425,1.0
1529.662857142857,1701.0,1298.0,87.1848318580844,layer2.csv,29,1,4506.542857142857,1.0
1504.097142857143,1696.0,1228.0,83.84800359055932,layer2.csv,29,2,4507.114285714286,1.0
1518.3565891472867,1787.0,1195.0,99.70940711605827,layer2.csv,30,0,4507.6511627906975,1.0
1445.136186770428,1680.0,1195.0,92.88431014891914,layer2.csv,30,1,4508.6381322957195,1.0
1565.5138339920948,1841.0,1161.0,116.34882134165774,layer2.csv,31,0,4507.418972332016,1.0
1508.1739130434783,1733.0,1317.0,78.80326099836623,layer2.csv,31,1,4508.818181818182,1.0
1553.3253012048192,1796.0,1269.0,109.6547457041024,layer2.csv,32,0,4507.634538152611,1.0
1466.225806451613,1701.0,1161.0,97.8487014031618,layer2.csv,32,1,4508.681451612903,1.0
1563.204918032787,1815.0,1195.0,80.4024649451469,layer2.csv,33,0,4506.709016393443,1.0
1496.3483606557377,1722.0,1269.0,87.09160876332852,layer2.csv,33,1,4507.94262295082,1.0
1557.4666666666667,1796.0,1345.0,91.93008514928916,layer2.csv,34,0,4508.570833333333,1.0
1511.1171548117154,1712.0,1308.0,80.92950389758933,layer2.csv,34,1,4510.066945606694,1.0
1567.3574468085105,1796.0,1269.0,94.57992172486301,layer2.csv,35,0,4508.842553191489,1.0
1533.2136752136753,1896.0,1206.0,106.10870325758216,layer2.csv,35,1,4509.153846153846,1.0
1532.7652173913043,1722.0,1248.0,80.1121312460156,layer2.csv,36,0,4508.178260869565,1.0
1510.895652173913,1841.0,1172.0,127.02275550419705,layer2.csv,36,1,4509.578260869565,1.0
1523.6725663716813,1722.0,1269.0,81.00676716819437,layer2.csv,37,0,4508.495575221239,1.0
1532.7911111111111,1738.0,1269.0,92.28056692553837,layer2.csv,37,1,4509.92,1.0
1571.8099547511313,1787.0,1289.0,90.02066173335974,layer2.csv,38,0,4510.049773755656,1.0
1432.7954545454545,1651.0,1217.0,85.79064887203207,layer2.csv,38,1,4511.05,1.0
1524.2222222222222,1748.0,1206.0,101.17950983216188,layer2.csv,39,0,4509.722222222223,1.0
1519.0092592592594,1712.0,1308.0,75.69951506405297,layer2.csv,39,1,4510.666666666667,1.0
1547.3886255924172,1787.0,1326.0,83.09453682834773,layer2.csv,40,0,4510.672985781991,1.0
1468.9431279620853,1680.0,1259.0,88.94727437449599,layer2.csv,40,1,4511.246445497631,1.0
1586.0772946859904,1728.0,1161.0,69.69841046728959,layer2.csv,41,0,4510.690821256038,1.0
1522.6893203883494,1722.0,1317.0,90.02405602195962,layer2.csv,41,1,4512.063106796117,1.0
