,x,y,power,speed,spot_diameter,laser_current,signal,ID1,ID2,C1,C2,delta,scan_number
74,-27.750598907470703,-81.59281921386719,4800.0,1500.0,100.0,2581.0,973.0,1.0,0.0,0.0,20.0,0.009823618456721306,20.0
75,-27.74161720275879,-81.59880065917969,4800.0,1500.0,100.0,3882.0,1137.0,1.0,0.0,0.0,20.0,0.010791140608489513,20.0
76,-27.731138229370117,-81.60441589355469,4800.0,1500.0,100.0,4267.0,1195.0,1.0,0.0,0.0,20.0,0.011888639070093632,20.0
77,-23.401796340942383,-84.98540496826172,4800.0,1500.0,100.0,439.0,446.0,1.0,0.0,0.0,20.0,5.493112564086914,21.0
78,-23.410404205322266,-84.98240661621094,4800.0,1500.0,100.0,2549.0,509.0,1.0,0.0,0.0,20.0,0.009115122258663177,21.0
79,-23.41901206970215,-84.97567749023438,4800.0,1500.0,100.0,3875.0,838.0,1.0,0.0,0.0,20.0,0.010925954207777977,21.0
80,-23.42911720275879,-84.96707153320312,4800.0,1500.0,100.0,4263.0,1099.0,1.0,0.0,0.0,20.0,0.013273138552904129,21.0
81,-27.75845718383789,-82.0557632446289,4800.0,1500.0,100.0,380.0,838.0,1.0,0.0,0.0,20.0,5.2171735763549805,22.0
82,-27.750972747802734,-82.06287384033203,4800.0,1500.0,100.0,2896.0,1086.0,1.0,0.0,0.0,20.0,0.010323630645871162,22.0
83,-27.74199104309082,-82.06886291503906,4800.0,1500.0,100.0,3854.0,1228.0,1.0,0.0,0.0,20.0,0.010795371606945992,22.0
84,-23.626720428466797,-85.29154205322266,4800.0,1500.0,100.0,610.0,446.0,1.0,0.0,0.0,20.0,5.226960182189941,23.0
85,-23.63495635986328,-85.28854370117188,4800.0,1500.0,100.0,2669.0,509.0,1.0,0.0,0.0,20.0,0.008764741010963917,23.0
86,-23.643936157226562,-85.28218078613281,4800.0,1500.0,100.0,3924.0,909.0,1.0,0.0,0.0,20.0,0.011005610227584839,23.0
87,-23.654041290283203,-85.27432250976562,4800.0,1500.0,100.0,4284.0,1003.0,1.0,0.0,0.0,20.0,0.012801024131476879,23.0
88,-27.75845718383789,-82.52619934082031,4800.0,1500.0,100.0,549.0,620.0,1.0,0.0,0.0,20.0,4.939474582672119,24.0
